index,contest-tmp2m-14d__tmp2m
375899,-4.4710927
375900,-0.39768058
375901,2.1547937
375902,0.6180757
375903,-4.5396314
375904,-3.4017768
375905,5.368377
375906,2.0259354
375907,1.9576726
375908,2.9642713
375909,-0.57283413
375910,3.9477894
375911,-5.879613
375912,-6.2048135
375913,-6.153772
375914,6.3556867
375915,4.739977
375916,5.0541606
375917,16.793474
375918,22.014906
375919,23.73164
375920,30.60635
375921,30.613247
375922,31.109438
375923,17.532476
375924,22.42348
375925,14.935159
375926,22.331524
375927,26.056934
375928,28.990711
375929,28.245798
375930,30.424713
375931,28.415705
375932,26.342188
375933,23.998535
375934,22.704092
375935,26.50387
375936,25.393124
375937,24.785065
375938,21.654995
375939,16.761124
375940,24.638323
375941,20.276241
375942,22.57866
375943,25.387747
375944,26.177492
375945,25.05809
375946,27.11269
375947,22.867056
375948,29.403172
375949,1.3127964
375950,2.0205123
375951,-8.66678
375952,-16.522182
375953,-12.080732
375954,-8.797672
375955,0.67364556
375956,-2.0254111
375957,-7.317312
375958,1.0884724
375959,-1.9841955
375960,-4.9529176
375961,-0.66131645
375962,1.8337815
375963,1.1430626
375964,-4.6056542
375965,-3.9725983
375966,6.466972
375967,3.314398
375968,2.7536998
375969,4.879411
375970,-0.24674334
375971,4.318441
375972,-5.888428
375973,-6.6361985
375974,-6.5724263
375975,5.2846217
375976,4.819312
375977,5.4914536
375978,15.076111
375979,19.449034
375980,23.404697
375981,26.206648
375982,30.270159
375983,25.357546
375984,17.495855
375985,22.887604
375986,16.228308
375987,21.756586
375988,25.65207
375989,26.591114
375990,28.743187
375991,28.670969
375992,25.792257
375993,23.326265
375994,20.461937
375995,20.256014
375996,23.56828
375997,20.9197
375998,23.035717
375999,20.343344
376000,16.95442
376001,23.033587
376002,20.04883
376003,22.437105
376004,24.192951
376005,25.623493
376006,24.255007
376007,26.45755
376008,24.578705
376009,29.402088
376010,0.36161277
376011,1.4919415
376012,-8.479225
376013,-16.684631
376014,-11.742392
376015,-9.083906
376016,0.48328298
376017,-3.4573684
376018,-7.3626533
376019,1.615139
376020,-2.238536
376021,-5.0472107
376022,-1.459499
376023,-1.5590273
376024,0.1748542
376025,-6.863719
376026,3.8540406
376027,5.9646544
376028,5.400548
376029,2.6181114
376030,2.9531329
376031,-1.0857345
376032,0.45887387
376033,-6.643265
376034,-7.5303664
376035,-6.7749624
376036,5.1381865
376037,2.1422007
376038,4.334808
376039,14.881483
376040,18.54104
376041,23.465658
376042,27.444582
376043,28.73435
376044,27.906435
376045,15.99071
376046,20.817177
376047,14.922623
376048,20.950077
376049,26.423796
376050,28.035381
376051,28.345013
376052,30.381031
376053,27.202408
376054,24.597166
376055,22.59051
376056,21.745535
376057,27.089682
376058,24.425056
376059,23.323116
376060,22.014977
376061,17.201721
376062,24.807055
376063,24.18914
376064,26.978708
376065,28.024923
376066,20.47017
376067,21.19602
376068,22.501842
376069,21.699945
376070,28.886549
376071,1.3937755
376072,4.7301917
376073,-9.529515
376074,-11.554834
376075,-10.389105
376076,-6.1070766
376077,1.4677247
376078,0.41481653
376079,-7.8828807
376080,-0.53824675
376081,-7.08545
376082,-5.2992253
376083,-0.6226521
376084,3.26677
376085,-0.24051115
376086,-6.529157
376087,-2.7856708
376088,5.3735113
376089,2.6003869
376090,4.2040553
376091,-0.45817664
376092,-0.38942015
376093,2.3155468
376094,-5.4760814
376095,-6.2048135
376096,-6.153772
376097,7.504004
376098,4.739977
376099,5.0850186
376100,14.271048
376101,21.023901
376102,23.003075
376103,29.01834
376104,29.717026
376105,28.820961
376106,16.028038
376107,21.460762
376108,14.998827
376109,21.233297
376110,21.489922
376111,27.150623
376112,28.515345
376113,28.478441
376114,27.110855
376115,24.735266
376116,21.44481
376117,20.03555
376118,24.487785
376119,23.635326
376120,23.305946
376121,21.318954
376122,16.522982
376123,24.882133
376124,24.419565
376125,25.307201
376126,27.498493
376127,27.890089
376128,25.450531
376129,27.0612
376130,21.955416
376131,29.046236
376132,1.5779037
376133,3.9637687
376134,-8.997285
376135,-10.9645405
376136,-10.071726
376137,-5.92964
376138,1.481271
376139,1.6364658
376140,-7.62974
376141,-0.096294135
376142,-6.369302
376143,-2.0034518
376144,0.38089037
376145,4.550411
376146,1.1601291
376147,-4.5604634
376148,-1.762051
376149,5.7745748
376150,2.8391023
376151,3.6330743
376152,2.71464
376153,-0.44979578
376154,2.4973407
376155,-5.300768
376156,-6.8163686
376157,-6.6678815
376158,7.1089454
376159,4.8689528
376160,6.0713744
376161,14.157328
376162,19.846745
376163,22.635166
376164,29.016443
376165,29.354717
376166,28.820961
376167,16.028038
376168,21.460762
376169,15.187314
376170,21.233297
376171,25.24426
376172,28.437061
376173,29.202063
376174,28.603226
376175,26.570627
376176,24.641653
376177,20.576263
376178,20.551056
376179,23.276703
376180,22.837687
376181,23.799341
376182,19.489468
376183,16.57688
376184,24.443115
376185,23.283424
376186,24.167578
376187,25.595633
376188,26.360857
376189,25.869577
376190,27.030912
376191,22.967838
376192,29.403172
376193,1.3949555
376194,2.3368287
376195,-8.599682
376196,-15.328713
376197,-7.8937483
376198,-8.139084
376199,0.8671498
376200,-1.6596546
376201,-6.907203
376202,-1.2258548
376203,-5.9984035
376204,-3.3502843
376205,-0.5520642
376206,2.1655693
376207,0.6342464
376208,-4.4022512
376209,-3.526143
376210,6.145823
376211,2.7713506
376212,2.7762742
376213,4.713418
376214,-0.65739447
376215,3.3995082
376216,-5.5042796
376217,-6.3432593
376218,-6.512691
376219,5.610559
376220,4.739977
376221,4.857038
376222,15.238479
376223,18.908508
376224,23.025135
376225,26.029036
376226,27.881426
376227,23.381275
376228,16.685188
376229,21.26986
376230,14.341774
376231,20.691446
376232,24.98812
376233,27.78033
376234,30.883371
376235,28.426878
376236,26.332867
376237,24.866926
376238,23.288425
376239,20.286348
376240,24.247719
376241,22.704685
376242,25.868376
376243,21.160091
376244,18.197922
376245,24.579521
376246,23.101229
376247,24.475912
376248,26.760387
376249,26.503157
376250,25.370108
376251,26.592413
376252,24.578705
376253,29.766954
376254,2.1140223
376255,3.2858813
376256,-9.756617
376257,-15.976965
376258,-12.47427
376259,-8.81619
376260,-0.86358553
376261,-5.8893137
376262,-7.317312
376263,-1.138747
376264,-3.639723
376265,-5.0990267
376266,-0.96133447
376267,-0.8229761
376268,-0.885088
376269,-6.8386827
376270,3.0228257
376271,5.8172774
376272,2.879946
376273,2.9338803
376274,2.998986
376275,-1.2252529
376276,0.45860243
376277,-6.496512
376278,-7.621324
376279,-6.639557
376280,6.475799
376281,5.8763433
376282,5.069264
376283,13.405039
376284,19.542572
376285,23.10125
376286,26.080727
376287,27.443293
376288,25.060255
376289,16.584684
376290,20.654148
376291,15.240515
376292,20.608498
376293,23.088871
376294,27.146437
376295,28.148123
376296,28.056627
376297,23.432302
376298,21.982986
376299,19.070023
376300,18.277674
376301,22.888376
376302,21.436798
376303,23.533098
376304,20.381763
376305,17.460316
376306,24.844843
376307,23.16178
376308,23.125538
376309,25.19626
376310,26.716295
376311,24.360361
376312,26.478985
376313,24.578705
376314,30.602312
376315,2.4905095
376316,3.101587
376317,-11.758022
376318,-18.426323
376319,-12.813881
376320,-9.224825
376321,-0.15032996
376322,-3.3276157
376323,-7.3626533
376324,1.607261
376325,-0.31204665
376326,-4.6803555
376327,-0.8290672
376328,-1.5590273
376329,-0.29783404
376330,-7.0620375
376331,3.0000284
376332,5.5365567
376333,2.7362356
376334,3.064419
376335,2.9531329
376336,-1.5769758
376337,0.7872124
376338,-7.234811
376339,-8.382384
376340,-7.8088713
376341,3.8897498
376342,5.4701047
376343,4.1720366
376344,10.522778
376345,16.929787
376346,24.516266
376347,29.114532
376348,28.445889
376349,24.709814
376350,16.255007
376351,19.411415
376352,13.183623
376353,21.100906
376354,21.933887
376355,24.811176
376356,30.31862
376357,30.599789
376358,27.032585
376359,24.055304
376360,23.03797
376361,23.779686
376362,27.814264
376363,25.581404
376364,22.915613
376365,23.66091
376366,22.691816
376367,22.704956
376368,21.204666
376369,25.271006
376370,25.634546
376371,23.03603
376372,23.095621
376373,23.457203
376374,22.888992
376375,29.16017
376376,1.5779037
376377,4.7301917
376378,-9.183482
376379,-10.795702
376380,-12.739733
376381,-7.504497
376382,2.1504035
376383,-0.6934144
376384,-6.2663155
376385,2.79698
376386,-1.2976649
376387,-4.4469666
376388,1.0970192
376389,1.7457972
376390,-0.094928674
376391,-6.517443
376392,-4.5531993
376393,-1.8237033
376394,2.158743
376395,5.1263714
376396,0.022228826
376397,-1.6422775
376398,1.5955708
376399,-4.9718223
376400,-7.4096045
376401,-5.6129355
376402,5.7617354
376403,4.692137
376404,6.645352
376405,13.708517
376406,18.74496
376407,23.897913
376408,29.601217
376409,29.671446
376410,29.08104
376411,17.316008
376412,20.372093
376413,14.052564
376414,21.0709
376415,25.88109
376416,28.18365
376417,30.969435
376418,31.016207
376419,26.191488
376420,25.072775
376421,23.144724
376422,23.256298
376423,26.933058
376424,24.66915
376425,23.131033
376426,21.905643
376427,22.284283
376428,28.514528
376429,20.829042
376430,24.616175
376431,24.160706
376432,22.832594
376433,23.005812
376434,23.457203
376435,22.912376
376436,30.718563
376437,3.647869
376438,6.5727468
376439,-7.0437765
376440,-11.584763
376441,-13.070918
376442,-5.9973392
376443,0.60132235
376444,0.7596573
376445,-5.7713594
376446,3.562771
376447,-0.5111561
376448,-4.3334565
376449,1.4763148
376450,2.0159287
376451,0.39305827
376452,-5.8982897
376453,-4.013146
376454,7.2310896
376455,2.3958943
376456,2.1098099
376457,0.76106685
376458,0.7505543
376459,2.374128
376460,-6.624572
376461,-7.598616
376462,-7.2343264
376463,5.4799986
376464,4.804718
376465,6.7823358
376466,14.646369
376467,18.304316
376468,23.521166
376469,27.712418
376470,29.397074
376471,28.785542
376472,17.711355
376473,20.585323
376474,14.129791
376475,20.80407
376476,27.115913
376477,28.173222
376478,30.646505
376479,31.023445
376480,26.258211
376481,24.918179
376482,23.123087
376483,22.312477
376484,26.446255
376485,23.278978
376486,22.674356
376487,21.840343
376488,19.939907
376489,26.698565
376490,25.945456
376491,23.845358
376492,22.969652
376493,22.273796
376494,22.752893
376495,22.909092
376496,22.400267
376497,30.8592
376498,3.0120041
376499,5.3855615
376500,-7.838138
376501,-12.884102
376502,-12.110742
376503,-5.693987
376504,2.778439
376505,0.37366608
376506,-5.055648
376507,3.5955884
376508,-1.0712252
376509,-3.3007588
376510,2.668505
376511,5.409776
376512,0.94142205
376513,-5.2466617
376514,-3.0322993
376515,7.0446253
376516,1.1178088
376517,3.1826754
376518,1.2427542
376519,1.1974044
376520,1.3482666
376521,-8.037312
376522,-7.6545806
376523,-7.5123444
376524,4.6387005
376525,4.483632
376526,5.384752
376527,12.821084
376528,16.408222
376529,23.122778
376530,29.141579
376531,29.176485
376532,26.174755
376533,16.682924
376534,19.673595
376535,14.131024
376536,19.957518
376537,21.761559
376538,25.18301
376539,28.203526
376540,30.71325
376541,26.321087
376542,23.873476
376543,22.373344
376544,21.979471
376545,24.566742
376546,22.43181
376547,23.049047
376548,20.413662
376549,16.777752
376550,22.766802
376551,22.77181
376552,26.0935
376553,21.434963
376554,19.412167
376555,20.822016
376556,21.939823
376557,21.813374
376558,29.244001
376559,1.412585
376560,4.637883
376561,-10.4263935
376562,-12.526142
376563,-10.205317
376564,-5.451735
376565,0.9066437
376566,0.07931954
376567,-5.8721867
376568,-1.1766495
376569,-7.314028
376570,-5.4338965
376571,2.4597566
376572,3.26677
376573,-0.24051115
376574,-6.670613
376575,-2.247581
376576,5.6918383
376577,1.7428802
376578,1.184213
376579,0.39718163
376580,-0.6787896
376581,2.2396023
376582,-7.127969
376583,-8.414746
376584,-6.467745
376585,4.195288
376586,4.9678507
376587,5.2212873
376588,14.345775
376589,19.401592
376590,24.499235
376591,29.071514
376592,29.617056
376593,29.048727
376594,16.820162
376595,21.561565
376596,14.894881
376597,21.458519
376598,25.550089
376599,27.964474
376600,30.10689
376601,30.568892
376602,26.784023
376603,24.596601
376604,22.556467
376605,22.026056
376606,25.170567
376607,22.264135
376608,23.700241
376609,20.659285
376610,16.128
376611,24.206053
376612,22.25951
376613,24.957462
376614,26.944618
376615,20.033861
376616,21.19602
376617,22.452742
376618,21.813374
376619,29.166084
376620,1.3116163
376621,3.2867188
376622,-8.705673
376623,-12.546317
376624,-10.296085
376625,-5.5890384
376626,1.2941703
376627,0.535338
376628,-7.151912
376629,-0.44648367
376630,-7.08545
376631,-5.2992253
376632,-0.6226521
376633,3.26677
376634,-0.24051115
376635,-6.529157
376636,-2.6236782
376637,5.648487
376638,3.281176
376639,3.539913
376640,0.44568348
376641,-0.9451041
376642,1.8509058
376643,-5.7858505
376644,-6.2048135
376645,-5.90797
376646,6.360966
376647,4.9452477
376648,5.087209
376649,15.166287
376650,18.95756
376651,23.57928
376652,27.86266
376653,29.45155
376654,28.855968
376655,15.992749
376656,21.339363
376657,15.109968
376658,21.458519
376659,25.957966
376660,28.402212
376661,30.821394
376662,30.228773
376663,26.753807
376664,24.404663
376665,22.222092
376666,21.745535
376667,25.320032
376668,22.59761
376669,23.700241
376670,20.446941
376671,18.11041
376672,23.35894
376673,22.62886
376674,26.569405
376675,27.704926
376676,27.891125
376677,21.7949
376678,20.891214
376679,21.819885
376680,28.848835
376681,1.5672908
376682,2.7968757
376683,-8.556932
376684,-15.351441
376685,-9.338521
376686,-6.029676
376687,1.8768312
376688,0.80898654
376689,-8.865757
376690,-1.4207306
376691,-6.369302
376692,-2.906135
376693,0.0048281997
376694,4.550411
376695,1.4048086
376696,-4.7706704
376697,-1.2415152
376698,5.706943
376699,2.2782068
376700,4.0025434
376701,2.0440183
376702,-1.0150933
376703,1.5599099
376704,-5.6618075
376705,-6.2048135
376706,-6.341643
376707,4.698727
376708,4.691519
376709,5.726608
376710,15.248222
376711,19.373169
376712,22.765524
376713,27.191114
376714,29.770266
376715,23.484987
376716,16.56078
376717,22.318693
376718,14.2537155
376719,21.765709
376720,26.347326
376721,27.58415
376722,30.93055
376723,28.756174
376724,26.570627
376725,25.715431
376726,22.147966
376727,21.387922
376728,25.123484
376729,22.25824
376730,22.900967
376731,20.075106
376732,17.830847
376733,23.245785
376734,23.065596
376735,24.858103
376736,26.872358
376737,27.308926
376738,26.908031
376739,24.427076
376740,22.937147
376741,29.151756
376742,1.2850994
376743,3.1445043
376744,-9.380775
376745,-15.187949
376746,-8.482819
376747,-7.5549836
376748,0.9552899
376749,-2.2325096
376750,-10.950095
376751,-1.8515983
376752,-6.766785
376753,-7.2657003
376754,-1.5944197
376755,1.0135118
376756,1.5034574
376757,-4.7429643
376758,-5.160395
376759,6.114371
376760,2.879946
376761,3.056877
376762,0.39226156
376763,-1.1463678
376764,2.0676491
376765,-5.6445255
376766,-6.5722995
376767,-6.666397
376768,4.9235787
376769,4.7637987
376770,5.9084764
376771,14.851452
376772,18.787622
376773,22.754503
376774,25.81428
376775,28.215702
376776,26.017939
376777,17.684834
376778,21.986948
376779,13.310047
376780,20.697535
376781,21.920221
376782,26.425776
376783,28.680632
376784,28.256538
376785,23.572926
376786,24.173841
376787,20.989674
376788,19.294804
376789,23.169582
376790,21.564592
376791,23.569454
376792,20.060385
376793,16.047493
376794,23.428785
376795,23.101229
376796,23.908339
376797,25.94139
376798,26.503157
376799,25.767227
376800,26.935392
376801,24.578705
376802,28.687006
376803,3.3540673
376804,3.6095798
376805,-9.756617
376806,-18.046799
376807,-14.184585
376808,-10.391466
376809,-1.1923767
376810,-6.3058195
376811,-10.147254
376812,-1.8515983
376813,-4.3711815
376814,-7.282012
376815,-1.9097228
376816,-3.0827842
376817,-2.889615
376818,-9.017283
376819,2.2692199
376820,5.4818196
376821,2.879946
376822,2.9338803
376823,3.2174354
376824,-1.0421305
376825,0.19533451
376826,-8.010101
376827,-8.238089
376828,-5.7485547
376829,4.003647
376830,4.816179
376831,5.5717406
376832,14.415881
376833,18.361958
376834,22.756891
376835,25.652182
376836,27.206837
376837,23.175932
376838,16.540594
376839,20.279615
376840,13.351639
376841,20.646969
376842,25.819342
376843,26.697227
376844,28.84111
376845,28.256538
376846,23.572926
376847,22.702364
376848,20.989674
376849,20.606249
376850,22.593994
376851,21.711649
376852,23.516573
376853,20.060385
376854,18.965334
376855,24.401041
376856,23.101229
376857,23.186893
376858,25.688671
376859,26.503157
376860,23.877533
376861,25.204126
376862,24.70319
376863,27.166273
376864,1.0655981
376865,2.2963223
376866,-12.264225
376867,-16.6853
376868,-12.402691
376869,-11.238674
376870,-1.51861
376871,-6.33093
376872,-11.530808
376873,-2.0095465
376874,-4.105196
376875,-8.237635
376876,-1.6046826
376877,-2.5865817
376878,-2.1485953
376879,-8.73429
376880,2.8452835
376881,5.8172774
376882,2.879946
376883,2.9338803
376884,3.2793067
376885,-0.93828243
376886,0.91812193
376887,-8.010101
376888,-8.406199
376889,-6.1428914
376890,5.320713
376891,5.0303273
376892,5.0238643
376893,14.236675
376894,17.933691
376895,22.680986
376896,25.725386
376897,26.761677
376898,23.175932
376899,16.946537
376900,20.279615
376901,13.21611
376902,20.879787
376903,26.244184
376904,26.621546
376905,28.120138
376906,28.445879
376907,23.572926
376908,22.702364
376909,20.989674
376910,19.36736
376911,23.303251
376912,21.801556
376913,23.173592
376914,20.995037
376915,18.910107
376916,24.760681
376917,21.343023
376918,22.489082
376919,25.936571
376920,25.000175
376921,23.81459
376922,21.643133
376923,24.70319
376924,28.803514
376925,-0.946572
376926,0.6887344
376927,-11.304805
376928,-16.035112
376929,-13.234317
376930,-9.469357
376931,-1.6038908
376932,-5.999354
376933,-8.495719
376934,-1.87429
376935,-3.4864836
376936,-5.2073684
376937,-1.950737
376938,-2.5865817
376939,-0.6510672
376940,-7.8635807
376941,3.2963579
376942,5.9646544
376943,3.44084
376944,2.7369266
376945,2.998986
376946,-1.9002368
376947,1.3271856
376948,-7.839285
376949,-8.420448
376950,-6.7441497
376951,3.7724092
376952,3.6540737
376953,4.334536
376954,15.108052
376955,18.637762
376956,23.177242
376957,26.28989
376958,27.271818
376959,23.511463
376960,17.122028
376961,20.562067
376962,13.765352
376963,20.320011
376964,26.28783
376965,26.984507
376966,27.736435
376967,28.1187
376968,23.23069
376969,22.718287
376970,20.096228
376971,19.53769
376972,23.303251
376973,21.801556
376974,23.212828
376975,21.035818
376976,19.835688
376977,25.166626
376978,23.16178
376979,23.541271
376980,26.135948
376981,25.137363
376982,23.820103
376983,25.024895
376984,24.974955
376985,28.803514
376986,-1.1666833
376987,0.50444025
376988,-9.901244
376989,-14.412568
376990,-12.521241
376991,-9.224825
376992,0.11534561
376993,-3.866821
376994,-8.495719
376995,1.0872663
376996,-0.093698636
376997,-5.2073684
376998,-2.7167773
376999,-1.823505
377000,-0.29783404
377001,-7.1114264
377002,2.2084036
377003,5.9646544
377004,4.1957583
377005,3.2876015
377006,2.8755534
377007,-1.6361552
377008,1.327457
377009,-8.018955
377010,-8.032841
377011,-6.8178325
377012,3.1241353
377013,2.1504424
377014,4.334808
377015,10.6073065
377016,17.070606
377017,23.8637
377018,29.114532
377019,28.534756
377020,24.678083
377021,16.822662
377022,19.640266
377023,13.019531
377024,20.644047
377025,26.348095
377026,28.500883
377027,30.624199
377028,30.478588
377029,25.718714
377030,25.030449
377031,22.1462
377032,22.423996
377033,25.208569
377034,23.633411
377035,21.796856
377036,22.225586
377037,20.452217
377038,23.25083
377039,21.809238
377040,25.44073
377041,26.112906
377042,25.687632
377043,23.14152
377044,22.732765
377045,21.169664
377046,30.094196
377047,3.0825188
377048,6.462256
377049,-7.1472387
377050,-10.692511
377051,-13.563422
377052,-7.0679965
377053,2.5713325
377054,0.5791818
377055,-6.9275475
377056,3.417466
377057,-0.27001432
377058,-4.0342784
377059,1.4925138
377060,5.286224
377061,2.3208783
377062,-2.4476385
377063,-1.7338582
377064,3.8556926
377065,5.236462
377066,6.6659164
377067,4.2257233
377068,1.7542766
377069,3.1667972
377070,-4.05313
377071,-5.615687
377072,-4.8125196
377073,5.496142
377074,4.527713
377075,6.8532004
377076,10.6073065
377077,18.412146
377078,23.8637
377079,29.114532
377080,28.524328
377081,28.718285
377082,16.896744
377083,19.407465
377084,13.019531
377085,20.939075
377086,26.551592
377087,28.33265
377088,30.624199
377089,30.3037
377090,26.439085
377091,25.449345
377092,23.384954
377093,22.020441
377094,26.7733
377095,24.51243
377096,22.528236
377097,22.738268
377098,27.74979
377099,21.834494
377100,21.343721
377101,24.61676
377102,25.0186
377103,23.317165
377104,23.23391
377105,23.457203
377106,19.534592
377107,30.605015
377108,3.4413638
377109,6.462256
377110,-7.05292
377111,-10.944821
377112,-13.414705
377113,-6.5096483
377114,2.6125472
377115,0.5845699
377116,-6.9275475
377117,3.0234177
377118,-0.110020876
377119,-3.3110576
377120,2.5990913
377121,5.8413396
377122,2.781675
377123,-4.6065083
377124,-3.2531302
377125,0.50535154
377126,3.888962
377127,6.912782
377128,3.3809502
377129,1.6561114
377130,1.6409559
377131,-5.2656364
377132,-5.826032
377133,-4.762387
377134,5.2746253
377135,4.527713
377136,7.508881
377137,12.542203
377138,19.05956
377139,23.897913
377140,29.601217
377141,29.749884
377142,26.031458
377143,16.702324
377144,20.497196
377145,13.644911
377146,20.394354
377147,23.022089
377148,28.553717
377149,30.969435
377150,30.382427
377151,26.563492
377152,24.791357
377153,23.643686
377154,23.14316
377155,26.7733
377156,24.529198
377157,22.720812
377158,21.60003
377159,21.789167
377160,28.039957
377161,20.351511
377162,23.685877
377163,23.939583
377164,22.441015
377165,22.752893
377166,23.457203
377167,21.153206
377168,30.497
377169,3.4637408
377170,6.598477
377171,-7.5962677
377172,-12.173836
377173,-12.957884
377174,-7.156433
377175,1.9885701
377176,0.5845699
377177,-6.9275475
377178,3.682761
377179,-1.0212547
377180,-4.4159174
377181,2.5912867
377182,5.335238
377183,2.6972845
377184,-4.935958
377185,-3.2531302
377186,6.942218
377187,1.844752
377188,2.8100934
377189,1.3739934
377190,1.5186543
377191,0.9294028
377192,-5.443287
377193,-7.5506263
377194,-7.003227
377195,6.2078447
377196,4.8947253
377197,7.4027324
377198,12.731842
377199,17.675158
377200,23.685698
377201,29.102121
377202,29.058224
377203,24.503338
377204,15.653798
377205,19.69912
377206,13.851954
377207,20.282253
377208,21.429735
377209,24.868626
377210,30.406466
377211,30.22005
377212,24.636084
377213,23.296183
377214,22.05326
377215,21.342943
377216,25.093794
377217,22.351488
377218,22.070597
377219,19.48644
377220,19.259157
377221,26.814253
377222,25.026901
377223,23.130114
377224,21.713066
377225,19.415754
377226,20.68851
377227,21.119339
377228,21.813374
377229,29.400272
377230,1.3644888
377231,4.7301917
377232,-9.642632
377233,-14.282967
377234,-10.030736
377235,-6.454165
377236,-0.36521855
377237,0.34430042
377238,-5.194053
377239,2.9026663
377240,-1.6028571
377241,-4.828605
377242,1.0970192
377243,1.0871888
377244,-0.938685
377245,-6.713837
377246,-3.5951405
377247,6.4755926
377248,1.2696978
377249,0.80523586
377250,-0.2723093
377251,1.3948952
377252,2.8356242
377253,-7.0884566
377254,-7.286385
377255,-6.2183113
377256,4.85963
377257,4.9521556
377258,5.1850705
377259,14.249492
377260,19.405195
377261,23.887548
377262,28.24031
377263,29.792288
377264,28.345844
377265,17.63354
377266,21.389145
377267,15.185285
377268,21.923515
377269,28.25659
377270,28.792694
377271,31.107471
377272,31.170403
377273,28.303415
377274,26.147284
377275,24.87248
377276,23.540491
377277,26.780792
377278,24.983007
377279,24.229649
377280,23.030064
377281,21.786373
377282,26.15261
377283,26.407152
377284,28.126448
377285,24.046806
377286,23.398344
377287,23.056435
377288,23.390512
377289,21.813374
377290,28.905733
377291,1.3937755
377292,4.7301917
377293,-9.183482
377294,-11.554834
377295,-10.587311
377296,-5.5890384
377297,2.6837504
377298,0.5697238
377299,-5.3752823
377300,3.2160845
377301,-5.336569
377302,-2.8802116
377303,2.684651
377304,3.26677
377305,0.587745
377306,-6.433784
377307,-2.4827962
377308,6.540983
377309,1.3521322
377310,1.4115801
377311,-0.16274157
377312,-0.3271073
377313,2.3155468
377314,-6.1480775
377315,-5.9341063
377316,-6.42588
377317,4.8607
377318,5.713074
377319,7.369471
377320,15.683694
377321,20.68957
377322,24.905815
377323,28.88251
377324,29.434504
377325,26.168417
377326,18.390474
377327,22.082035
377328,15.137823
377329,21.644241
377330,27.267658
377331,28.832602
377332,29.701048
377333,29.456648
377334,28.303415
377335,25.96774
377336,22.43532
377337,23.69304
377338,26.927599
377339,24.830927
377340,24.484459
377341,22.78325
377342,21.356054
377343,24.153875
377344,23.581795
377345,26.88926
377346,24.718172
377347,23.292612
377348,23.005812
377349,23.390512
377350,22.895504
377351,28.88488
377352,1.3707273
377353,3.330363
377354,-6.2150583
377355,-10.97983
377356,-10.571689
377357,-5.6400137
377358,3.0584192
377359,0.7201102
377360,-6.127674
377361,-0.6925661
377362,-6.8987775
377363,-5.199455
377364,2.2592015
377365,3.0759356
377366,0.68884844
377367,-6.433784
377368,-2.2001224
377369,5.215908
